id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
499064611872638017,Studio-Designer-Ensuite with Shower-Ocean View,427948310,Giambattista,Belize,Belize Islands,17.73865,-88.02489,Entire home/apt,476,1,1,2024-03-18,0.08,8,323,0,
499064671243876734,Double room-Designer-Ensuite with Shower-OceanView,427948310,Giambattista,Belize,Belize Islands,17.73908,-88.02412,Private room,,1,0,,,8,267,0,
533211878022785168,Kyle's Beachside Unit 18,163023207,Kirk,Belize,Belize Islands,17.74258,-88.02401,Entire home/apt,200,1,51,2025-03-07,1.34,2,191,20,
545096491662621397,"Clean, Safe, & Gated Parking Apt 8 Mins to Airport",345885,Melissa,Belize,Belize Mainland,17.5550626271439,-88.30420386046171,Entire home/apt,96,1,0,,,6,365,0,
546246976140983425,Quick to Town! Beachfront. Amazing Sunrises. BR2,65390255,Sunrise,Belize,Belize Islands,17.91559,-87.96563,Entire home/apt,299,1,13,2025-02-11,0.38,30,292,5,
546436886636266941,Elle's 2 bedroom/2 bathroom,438771620,Ramona,Cayo,Cayo,17.15051,-89.08225,Entire home/apt,138,2,61,2025-03-12,1.62,3,330,21,
547598509020650030,"One Bedroom, Full kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.5231,-88.36843,Entire home/apt,311,1,0,,,3,186,0,
547606827891119860,"One Bedroom, Full kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.52256,-88.36959,Entire home/apt,311,1,3,2025-01-01,0.10,3,293,2,
547627164283066243,"One Bedroom, Full Kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.52166,-88.37027,Entire home/apt,311,1,4,2024-12-02,0.14,3,333,1,
550142506962460887,Elle's Place Studio #1,438771620,Ramona,Cayo,Cayo,17.14915,-89.08214,Entire home/apt,103,2,101,2025-03-19,2.67,3,320,41,
554329511869731172,"Lucky Duck Villa - Huge Beachfront, Pool and Pier",72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.60396,-88.35529,Entire home/apt,1255,6,1,2024-01-05,0.07,33,169,0,
554362165379580859,Silver Leaf Villa-Beautiful Entire Home-Waterfront,33301114,Shanna,Stann Creek,Stann Creek Mainland,16.521530151367188,-88.37183380126953,Entire home/apt,696,3,13,2025-03-01,0.37,2,337,5,
555175734171938625,Island Cabana on Ranguana Caye near Placencia,246037265,Ranguana Caye,Stann Creek,Stann Creek Mainland,16.54412,-88.35561,Private room,594,1,1,2022-10-06,0.03,1,276,0,
555773735044185956,Your Private All-Inclusive Caribbean Experience,8003973,Corrina,Belize,Belize Islands,17.91703,-87.96363,Entire home/apt,5557,3,0,,,15,365,0,
556057379201273994,"Newly spacious, 3 bedroom home, near downtown",328838001,Adela,Cayo,Cayo,17.23094,-88.76925,Entire home/apt,474,1,32,2025-03-08,0.85,1,362,9,
557345390203053840,Sunrise King Studio,444062147,Aldo,Belize,Belize Islands,17.732397079467773,-88.03131866455078,Entire home/apt,206,2,37,2025-03-17,1.30,4,247,16,
558022265797199396,2-Beds Panoramic Room @HarbourView Boutique Hotel,241734191,Michelle,Belize,Belize Mainland,17.49132,-88.18187,Private room,,1,4,2024-05-11,0.14,15,344,1,
558921285386901470,Beautiful Bungalow best suited for families,275671115,Kristine,Stann Creek,Stann Creek Mainland,16.58287,-88.36437,Entire home/apt,206,3,13,2025-02-22,0.46,1,295,6,
559371143813373916,Cityscape Suite,444489014,Breandon,Cayo,Cayo,17.2403,-88.77688,Entire home/apt,304,1,7,2025-02-20,0.22,5,133,4,
560308674664485024,Suite in Paradise #20,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,172,1,45,2024-11-29,1.23,28,304,9,
562528982821267036,Elle's Place Studio #2,438771620,Ramona,Cayo,Cayo,17.15136,-89.08222,Entire home/apt,84,2,82,2025-03-07,2.19,3,336,26,
563005101372421286,Double Deluxe Room W/ Balcony,315936854,Yiu Wah,Belize,Belize Islands,17.74257,-88.02442,Private room,197,2,11,2025-02-21,0.34,8,365,5,
563109130252226005,Enjoy Serenity Now at Belizean Cove Estates,43962459,Sandy,Belize,Belize Islands,17.95598,-87.93911,Entire home/apt,2109,1,3,2023-12-31,0.11,3,292,0,
565055676914378230,Ocean Front Property - Private Oasis,269272542,Tricia,Stann Creek,Stann Creek Mainland,16.60292,-88.35474,Entire home/apt,1050,5,1,2022-05-18,0.03,4,47,0,
565449488872362693,Banana Cabana #10,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,178,1,17,2024-03-05,0.45,28,294,0,
566745144855367956,"Lighthouse Guest Apartment- Comfy, Clean & Close!",25618528,Clive,Belize,Belize Islands,17.92027,-87.96135,Entire home/apt,265,3,63,2025-03-22,1.74,2,351,25,
568700407691799577,Beautiful mountain side jungle cabin. (COMING),176269712,Kamau,Cayo,Cayo,17.14955,-88.72104,Entire home/apt,,2,0,,,1,365,0,
569020854277025587,Upscale Comfort & Work-Friendly,164485913,Yola,Stann Creek,Stann Creek Mainland,16.51574,-88.36723,Entire home/apt,854,1,9,2024-07-11,0.36,3,155,5,
569293851669627322,7BR Mountainview | Private Pool | Deck | Firepit,76414486,Vacasa Belize,Cayo,Cayo,17.16315,-89.05232,Entire home/apt,1127,2,3,2023-04-30,0.09,204,365,0,
569371207741428425,The Sea Glass Inn - Beachfront Guestroom,432925921,Lori,Stann Creek,Stann Creek Mainland,16.51344,-88.36557,Private room,466,1,5,2024-01-31,0.14,2,339,0,
569646959179405709,Charming Room on Beach Front Property w/pool 25-38,373269678,The Beach Club,Belize,Belize Islands,17.742258,-88.024033,Private room,,1,16,2023-01-23,0.43,5,361,0,
570918036131903316,Imani's Inn Placencia 1-bedroom gold standard #1,446937405,Imani'S Inn,Stann Creek,Stann Creek Mainland,16.51652,-88.36641,Private room,281,1,14,2025-02-08,0.38,4,362,2,
570925443748163531,Imani's Inn Placencia 1-bedroom gold standard #2,446937405,Imani'S Inn,Stann Creek,Stann Creek Mainland,16.51689,-88.36772,Private room,245,1,34,2024-04-20,0.93,4,310,1,
571862601746996817,Private Oceanfront Resort 8 King Beds & Pickleball,148300244,Valerie,Stann Creek,Stann Creek Mainland,16.55668,-88.36201,Entire home/apt,4540,4,6,2025-03-20,0.17,1,137,5,
572483117199586771,"Coco's Beachfront Cabanas
Seaside Suite A",447255619,Jean,Stann Creek,Stann Creek Mainland,16.5797,-88.36418,Entire home/apt,282,2,4,2024-12-28,0.12,2,269,1,
573766938169474372,Silver Leaf Cabana  1-Bedroom Cottage on the Water,33301114,Shanna,Stann Creek,Stann Creek Mainland,16.521530151367188,-88.37183380126953,Entire home/apt,232,2,15,2025-03-15,0.48,2,347,9,
574473892413316276,Casa De Tortuga - 4 bed villa sleeps 8-10!,65986689,Spencer,Belize,Belize Islands,17.93138,-87.97659,Entire home/apt,1355,3,5,2025-01-08,0.15,2,360,2,
576058455220501747,Ocean view ground floor condo 17,131651367,Floyd,Belize,Belize Islands,17.95777130126953,-87.93724060058594,Entire home/apt,824,4,21,2025-03-01,0.67,11,209,11,
576059525128132504,Condo 01,131651367,Floyd,Belize,Belize Islands,17.9581,-87.93659,Entire home/apt,875,4,15,2025-01-04,0.45,11,13,5,
578415743301230726,"West End Cabañas @ Secret Beach, (Green) P.P.V.",327849397,Allen,Belize,Belize Islands,17.975649,-87.958649,Private room,231,1,21,2025-02-15,0.62,2,365,9,
578953297620915586,Beachfront w/ beautiful rooms & pool access 25-38,373269678,The Beach Club,Belize,Belize Islands,17.73987,-88.0259,Private room,116,1,11,2024-07-04,0.30,5,360,4,
578955173071038527,"Stay along palm frons,sea & pool in prv:room 25-38",373269678,The Beach Club,Belize,Belize Islands,17.74005,-88.02621,Private room,,1,15,2024-11-25,0.43,5,362,2,
578955309754057223,Charming Hotel Room on Beach property w/ pool25-38,373269678,The Beach Club,Belize,Belize Islands,17.74137,-88.02326,Private room,,1,11,2025-02-06,0.30,5,364,2,
580467296056191254,Beachfront villa in gated Placencia resort!,341456999,William LaFayette III,Stann Creek,Stann Creek Mainland,16.56632,-88.365356,Entire home/apt,2421,3,7,2024-02-26,0.24,2,365,0,
581019269315214809,"Two Luxury Villas, 9 Bedrooms, Sleeps 16, 2 Pools.",65390255,Sunrise,Belize,Belize Islands,17.965939,-87.930586,Entire home/apt,3208,1,12,2025-01-19,0.46,30,155,6,
582543766125042370,Ally’s place,441899788,Desiree,Belize,Belize Mainland,17.50763,-88.20792,Private room,,3,0,,,3,0,0,
582580360195012060,Cozy room in a residential home,441899788,Desiree,Belize,Belize Mainland,17.50671,-88.20731,Private room,,1,0,,,3,0,0,
582672497832431838,Lovely 2 bedroom south of town,449591531,Linda,Belize,Belize Islands,18.002981,-87.938347,Entire home/apt,,3,0,,,1,365,0,
583763241383657742,Babylon Beach Villa 7,9631757,Pista,Belize,Belize Islands,17.91761,-87.96474,Entire home/apt,577,3,52,2025-03-05,1.44,7,170,17,
583876593780005850,2 bedroom home right on the Placencia Sidewalk,449840861,James,Stann Creek,Stann Creek Mainland,16.5156,-88.36592,Entire home/apt,260,3,15,2025-03-19,0.45,1,347,9,
584210516509295905,Casa Suzie,183396336,Jameli,Cayo,Cayo,17.153549801962452,-89.06916511790772,Entire home/apt,717,2,10,2025-02-19,0.67,4,304,6,
585281468486303303,LUXURY Penthouse in the jungle with gorgeous views,394972587,Larry,Cayo,Cayo,17.16889,-89.10912,Entire home/apt,573,1,11,2025-02-14,0.31,4,323,1,
585704856426284513,Sunshine Room,441899788,Desiree,Belize,Belize Mainland,17.50609,-88.20809,Private room,,1,0,,,3,0,0,
587227221454755551,3 BR Beachfront Villa + 1 BR Casita + Private Pool,8003973,Corrina,Belize,Belize Islands,18.03185,-87.89723,Entire home/apt,1481,3,3,2022-12-29,0.09,15,365,0,
588984865872473897,Cheerful Beachfront Cabana on North Caye Caulker,391230,Christina,Belize,Belize Islands,17.752115,-88.0242,Entire home/apt,260,3,31,2025-02-21,0.99,1,357,8,
589445176610167004,Gorgeous 1 Bedroom Oceanfront at Sapphire Beach,334515466,Elliott,Belize,Belize Islands,17.91794,-87.96622,Entire home/apt,414,2,2,2025-01-23,0.71,1,337,2,
589878436353292466,Condo 11,131651367,Floyd,Belize,Belize Islands,17.95808,-87.93659,Entire home/apt,740,4,11,2025-03-01,0.32,11,141,6,
592627964119028040,Lovely 1 Bedroom Apartment at Embassy Apartment,8554313,Ricky,Belize,Belize Mainland,17.50966,-88.22169,Entire home/apt,145,2,74,2025-02-28,2.08,15,312,18,
593398136457590835,Alta Vista Vacation Home,9430792,Chila,Belize,Belize Islands,17.736601,-88.028496,Entire home/apt,454,3,15,2025-02-07,0.60,4,356,9,
593502664043605942,Casa De Cornelia @ Sapphire Beach Resort,357890392,Azul,Belize,Belize Islands,18.03595,-87.8958,Entire home/apt,353,3,2,2024-12-26,0.07,29,93,1,
594898534033680619,2BR Beachside FamilySuite@Sapphire Beach Resort,357890392,Azul,Belize,Belize Islands,18.03588,-87.89521,Entire home/apt,543,3,2,2023-07-21,0.06,29,273,0,
594933136183219720,"1BR Casita: ""Rob's Place"" @ Sapphire Beach Resort",357890392,Azul,Belize,Belize Islands,18.03474,-87.89735,Entire home/apt,252,3,4,2024-03-09,0.13,29,284,0,
594965413013570517,Maya Centre - Tutzil Nah HomeStay #3 Belize,210601327,Gregorio,Stann Creek,Stann Creek Mainland,16.768679,-88.383896,Private room,75,2,5,2025-01-21,0.20,2,354,1,
596565247949931075,Zuri Joi’s 2BR 3bd 1 block walk 2 airport AC Wi-Fi,147141877,Kendra,Stann Creek,Stann Creek Mainland,16.98113,-88.2275,Entire home/apt,243,1,38,2025-02-05,1.15,1,364,11,
597659398395087521,Condo 04,131651367,Floyd,Belize,Belize Islands,17.9585,-87.93656,Entire home/apt,875,4,6,2025-03-08,0.25,11,12,1,
597672423626066211,Condo 19,131651367,Floyd,Belize,Belize Islands,17.9584,-87.93682,Entire home/apt,705,4,10,2025-02-18,0.30,11,12,5,
597679684724569285,Condo 09,131651367,Floyd,Belize,Belize Islands,17.95777130126953,-87.93724060058594,Entire home/apt,1057,4,26,2025-01-24,0.79,11,18,12,
597962421761508015,A bedroom for two in a beautiful Villa!,65986689,Spencer,Belize,Belize Islands,17.93344,-87.97831,Private room,484,2,0,,,2,364,0,
598562427942549257,"Deja Blue @ Oceans Edge, 3BR BF on the 4th floor!",45929380,Pelican Reef,Belize,Belize Islands,17.9219,-87.96226,Entire home/apt,943,5,4,2025-02-19,0.17,7,344,2,
599391674119443312,Maya Centre - Tutzil Nah - HomeStay #1  Belize,210601327,Gregorio,Stann Creek,Stann Creek Mainland,16.774625778198242,-88.382568359375,Private room,75,2,41,2025-01-27,1.44,2,348,11,
601514741555566512,"1BR ""Casita Tropical"" @ Sapphire Beach Resort",357890392,Azul,Belize,Belize Islands,18.03574,-87.8951,Entire home/apt,271,3,4,2024-04-24,0.13,29,277,1,
602835265019321049,Long stay by the beach w/ your baby or toddler,93123112,Lee,Belize,Belize Islands,17.89756,-87.97634,Private room,252,1,7,2024-02-01,0.20,17,365,0,
603021979206539571,"Studio & kitchenette, pool, apartment Sleeps 3",373269678,The Beach Club,Belize,Belize Islands,17.74113,-88.02445,Private room,159,1,1,2022-04-24,0.03,5,318,0,
603774944713170695,West End Cabanas @ Secret Beach(yellow) F.P.V.,327849397,Allen,Belize,Belize Islands,17.976032,-87.956779,Private room,163,1,10,2025-03-02,0.33,2,365,5,
605695717575843259,Embassy Suite 1 Bedroom Bed&Breakfast,119437905,Verlene,Cayo,Cayo,17.25787,-88.77256,Private room,192,3,10,2024-10-25,0.28,2,363,2,
606752792354497344,VENUS Queen Size Bedroom  in Garden House,251726874,Sattva Land,Stann Creek,Stann Creek Mainland,17.01562,-88.48464,Private room,262,2,2,2024-12-08,0.08,12,326,1,
606770206585693786,IKAL in Eco-chic Garden Sanctuary in the Jungle,251726874,Sattva Land,Stann Creek,Stann Creek Mainland,17.01392,-88.48464,Private room,,2,0,,,12,325,0,
607822911056925759,Nabitunich Resort - Cozy cottage on farm w views,295553032,Dominic,Cayo,Cayo,17.09945,-89.12867,Private room,133,1,6,2023-10-21,0.23,9,199,0,
609454092799165155,Oceanfront Condo A1- Pool/Jacuzzi/heart of Town,110307075,Diamante,Belize,Belize Islands,17.91672,-87.963972,Entire home/apt,955,1,24,2025-01-11,0.68,10,295,3,
610273762027196431,"A Hidden Treasure. Walk to Town. Beach, Pool. CB3",65390255,Sunrise,Belize,Belize Islands,17.90944480895996,-87.97110748291016,Entire home/apt,444,1,9,2025-03-16,0.26,30,129,5,
611709781026698775,Deluxe Room in Paradise #15,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,,1,56,2025-02-12,2.09,28,319,27,
612448895629871352,Top Floor Suite w/ Golfcart Access,206258969,Hailey,Belize,Belize Islands,17.92461,-87.96033,Entire home/apt,,9,0,,,9,8,0,
612975705559575750,Belize Dream Home Unique Eco-Friendly Experience,27449204,Maria,Cayo,Cayo,17.23691,-88.76407,Entire home/apt,179,4,0,,,1,179,0,
613204804823075982,Lovely 3-Bedroom Vacation Home,456040204,Paula,Cayo,Cayo,17.147091,-89.075058,Entire home/apt,,1,1,2023-01-04,0.04,1,0,0,
613857919285713736,Casa Palma 1BR Penthouse (3rd floor),193784526,Perfecto,Stann Creek,Stann Creek Mainland,16.5209,-88.36917,Entire home/apt,,365,2,2024-01-28,0.08,6,363,0,
615861477672355831,Luxury Waterfront Home + RESORT!,262128439,Casi,Stann Creek,Stann Creek Mainland,16.63728,-88.33704,Entire home/apt,546,4,47,2025-03-08,1.77,1,279,29,
616572375003094635,1-Bedroom unit downstairs apartment with patio,456796403,David Nicolas,Cayo,Cayo,17.07182,-89.13576,Entire home/apt,,1,10,2025-02-16,0.30,1,365,1,
618683826709494314,VLB Lux Apartment 3,457263628,Victoria,Toledo,Toledo Mainland,16.094281762427237,-88.8084615021944,Entire home/apt,87,1,27,2024-04-07,0.82,3,0,1,
618687922441617630,"VLB Lux Apartments, Room only",457263628,Victoria,Toledo,Toledo Mainland,16.095524,-88.810333,Private room,,1,13,2025-02-13,0.39,3,0,7,
618963874868295873,Ocean front 2bed/2bath condo kayaks&pool San Pedro,88200158,Coleen,Belize,Belize Islands,17.89079,-87.98173,Entire home/apt,474,3,3,2025-01-06,0.14,28,142,2,
620299916808511784,"Top location: Comfortable, cozy, small apartment",50944698,Claudia,Stann Creek,Stann Creek Mainland,16.514268070375508,-88.36715483649292,Entire home/apt,146,3,33,2025-02-04,1.14,3,75,8,
621028891926845642,Lovely 3 self-contained individual rental units,457795535,Sherlett,Toledo,Toledo Mainland,16.09629,-88.80907,Private room,135,1,22,2025-02-28,0.64,1,356,6,
623084546768985917,"First Class Luxury Villa - New, Beach Front",85131128,Erica,Stann Creek,Stann Creek Mainland,16.63066864013672,-88.34233856201172,Entire home/apt,2744,1,27,2025-02-15,0.94,1,280,16,
623397913070591888,One Double Bedroom on the upper floor & Elevator.,421322150,Kirsten,Belize,Belize Mainland,17.50162,-88.18927,Private room,212,1,39,2025-03-06,1.12,14,267,5,
624452366495021905,המחיר הטוב ביותר! קונדו על חוף הים יכול לאכלס 1-4,163023207,Kirk,Belize,Belize Islands,17.74154,-88.02423,Entire home/apt,200,1,25,2025-01-24,0.72,2,191,5,
625399623559791024,Centrally Located Apartment-1 Min walk from beach!,59990092,Monica,Belize,Belize Islands,17.92139,-87.96045,Entire home/apt,234,2,134,2025-03-17,3.87,5,333,40,
625431446317326742,"The BNB on Triggerfish 2, Close to the Airport",449685949,Cate,Belize,Belize Mainland,17.558317184448242,-88.28591918945312,Private room,266,1,0,,,3,4,0,
625980622343879944,"The BNB on Triggerfish 1, Close to the Airport",449685949,Cate,Belize,Belize Mainland,17.558279037475586,-88.28597259521484,Private room,263,1,4,2024-10-04,0.13,3,353,1,
626697788581231206,Remodeled Family friendly ocean condo kayaks-BarBQ,88200158,Coleen,Belize,Belize Islands,17.889961,-87.981308,Entire home/apt,585,3,4,2024-03-23,0.13,28,276,1,
628456073223768511,"#1 Ground floor 2BR/2BA with pool, kayaks, more!",1120393,Barbara,Belize,Belize Islands,17.891459,-87.979622,Entire home/apt,468,3,8,2025-01-08,0.29,24,276,2,
633062586045576015,"#5 Dazzling Digs - 1 B/1 B, AC in Bedroom",460485940,Judy,Stann Creek,Stann Creek Mainland,16.51372,-88.36722,Entire home/apt,313,1,17,2025-03-19,0.52,7,349,5,
633408411961959025,1 Bedroom Suite at Blue Morpho Suites Belize,78894320,Paulita,Orange Walk,Orange Walk,18.095793,-88.55912,Entire home/apt,94,1,30,2025-02-26,0.88,1,350,4,
633987707807590914,2 bedroom Pool House,376174308,Brenda,Belize,Belize Islands,17.73646,-88.0277,Entire home/apt,,2,3,2024-07-20,0.11,1,0,1,
636418186035293129,Seaside Room #10 - Sea Spray Hotel - Lower Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.52028,-88.36855,Private room,,365,15,2025-02-15,0.52,10,296,4,
636430127115190029,Seaside Room #11 - Sea Spray Hotel - Lower Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51883,-88.36885,Private room,,365,10,2025-02-10,0.37,10,299,4,
636440861788864103,Seaside Room #17 - Sea Spray Hotel - Upper Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.52017,-88.3675,Private room,,365,34,2025-02-24,1.17,10,282,10,
636818216491960019,Seaside Room #18 - Sea Spray Hotel - Upper Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51861,-88.36905,Private room,,365,18,2025-03-07,0.68,10,271,7,
636889959769263332,Seashell Room #15 - Sea Spray Hotel - Upper Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.52025,-88.36751,Private room,161,1,3,2025-01-13,0.11,10,300,1,
636902400825352122,Seaview Room #7 - Sea Spray Hotel - Lower Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51951,-88.3678,Private room,182,1,8,2025-02-01,0.25,10,266,2,
636907829108092951,Seaview Room #8 - Sea Spray Hotel - Lower Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51962,-88.36769,Private room,182,1,2,2024-03-09,0.13,10,297,0,
636909767504102582,Seaview Room #20 - Sea Spray Hotel - Upper Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51889,-88.36813,Private room,,365,6,2025-01-26,0.19,10,256,4,
636912830341825699,Seaview Room #21 - Sea Spray Hotel - Upper Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51911,-88.36762,Private room,,365,11,2024-12-19,0.43,10,278,6,
636915354781984664,Seaside Cabana #14 - Sea Spray Hotel - Lower Floor,334698889,Seaspray Hotel,Stann Creek,Stann Creek Mainland,16.51903,-88.36807,Private room,192,1,11,2025-02-24,0.39,10,325,3,
637622549031290955,Location!Location! Beachfront Junior Suite RM#10,335595596,Marceli,Belize,Belize Islands,17.9191,-87.96263,Private room,207,1,15,2025-03-09,0.56,10,340,7,
637626187672600177,Location! Location! Beachfront Junior Suite RM#16,335595596,Marceli,Belize,Belize Islands,17.91861,-87.96237,Private room,,1,13,2024-12-30,0.48,10,0,9,
638206933685506655,Studio Suite in Charming Beachfront Hotel,19450284,Kristin,Belize,Belize Islands,17.920724868774414,-87.9617691040039,Private room,,1,1,2024-02-18,0.08,3,0,0,
638939747412263926,Seagrape Escape-Beachfront Family Home-Caribbean,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.618244,-88.353325,Entire home/apt,666,2,9,2025-02-14,0.56,99,322,6,
639045299775119731,Cheerful 2-bedroom apartment with parking spot.,460919532,Tracy And Undina,Corozal,Corozal,18.3948,-88.3835,Entire home/apt,137,2,12,2024-10-19,0.37,1,33,1,
639493911509176030,Finca Beachfront Tree house in placencia,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.53166481200494,-88.35995964725511,Entire home/apt,194,1,21,2025-03-01,0.82,4,344,9,
639998990920086286,ParkView 1-bedroom lock-off #2@ Harbour View Hotel,241734191,Michelle,Belize,Belize Mainland,17.495,-88.18426,Private room,,1,139,2025-02-25,4.18,15,361,31,
640695730613991728,Centrally Located Unit at Boutique Hotel,206258969,Hailey,Belize,Belize Islands,17.923511,-87.959642,Private room,253,1,73,2025-01-24,2.15,9,355,28,
641307692822973845,"Grand ocean view island home, perfect location.",146517735,Paradise,Belize,Belize Islands,17.97386,-87.9268,Entire home/apt,1180,1,7,2025-02-08,0.22,13,65,4,
642677202840381161,Resort - AJI/pool/bikes/tours,210934594,Pur,Belize,Belize Islands,17.94836627744653,-87.94254838065487,Private room,452,1,11,2025-01-17,0.35,10,313,4,
642797598813973643,~ Belize Bay Loft ~,330085258,Monica,Belize,Belize Islands,17.91598,-87.9659,Entire home/apt,502,2,21,2024-12-10,0.62,1,304,2,
643363098530257127,Sea View Resort -AJI/SeaTurtle,210934594,Pur,Belize,Belize Islands,17.948461296916534,-87.94252131527355,Private room,,1,4,2025-01-20,0.15,10,325,2,
643370116439356107,"Sea View 1 Bedroom, Resort - AJI/pool/bikes/tours",210934594,Pur,Belize,Belize Islands,17.9213664,-87.9610905,Private room,475,1,20,2024-09-06,0.62,10,319,5,
643370152051781585,AJI/Sea View/tours/Reef Shark ROOM,210934594,Pur,Belize,Belize Islands,17.94841722059156,-87.94257837817963,Private room,561,1,15,2025-01-25,0.45,10,315,7,
643473764412459269,"Sea View 2 Bedroom, Resort - AJI/pool/bikes/tours",462506975,Jennifer,Belize,Belize Islands,17.948425720660612,-87.94261149865726,Private room,,1,5,2024-12-28,0.26,1,341,1,
644736604537295990,Nirvana Suite,463207263,Reef Real Estate,Belize,Belize Islands,17.7611578,-88.02774869999999,Entire home/apt,2284,2,0,,,4,194,0,
644765518183712117,Home Away Secret Beach Belize coming soon,457627641,Dianna,Belize,Belize Mainland,17.56535,-88.40194,Private room,358,1,0,,,1,364,0,
648179214508433310,"#2 Cushy Corner - hotel room, AC",460485940,Judy,Stann Creek,Stann Creek Mainland,16.51549,-88.36684,Entire home/apt,242,1,24,2025-02-04,0.87,7,331,4,
648325610400966159,4 BDRM Waterfront Villa with Private Pool,8003973,Corrina,Belize,Belize Islands,17.93201,-87.97467,Entire home/apt,1907,3,7,2024-01-26,0.27,15,364,0,
648369869716192109,King Bed - SeaFront Property - Tarpon House,210934594,Pur,Belize,Belize Islands,17.94838834917066,-87.9425593792832,Private room,452,1,21,2025-02-16,0.92,10,267,14,
648369942405371739,Garden Studio - pool/bike/tours/Bonefish room,210934594,Pur,Belize,Belize Islands,17.948408573420938,-87.94250004210552,Private room,603,1,20,2024-06-25,0.64,10,351,1,
650823592330962389,8 BR jungle lodge perfect for touring maya ruins,175434051,Debbie,Cayo,Cayo,17.227224155703333,-88.87649338692427,Private room,2149,1,7,2024-03-10,0.23,7,179,0,
650823786097208051,Warrie Head Resort centrally located near ATM cave,175434051,Debbie,Cayo,Cayo,17.227779897816006,-88.87573163956404,Private room,176,1,4,2025-01-02,0.28,7,364,3,
651427121544013644,Rum Punch Lodge - 8 Bedroom Seaside Colonial,245150587,Celeste,Corozal,Corozal,18.39309,-88.38267,Entire home/apt,930,1,1,2022-07-02,0.03,1,321,0,
652054052063527671,Tropical Beachfront Villa Oasis by ALOM,330401467,Sari,Belize,Belize Islands,18.03544,-87.89729,Entire home/apt,568,2,49,2025-03-15,1.47,3,307,19,
652281961761002216,Luxury 2 Bedroom Waterfront Townhome,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.51033139989771,-88.37212845683098,Entire home/apt,523,2,4,2025-01-11,0.42,99,0,4,
652810117142583953,Ceiba Beach Resort Orchid Villa,465032252,Laura,Stann Creek,Stann Creek Mainland,16.61347,-88.35486,Entire home/apt,1942,1,0,,,7,365,0,
652863925103671923,"Ceiba Beach Resort. Seaview Cabana, Maya Beach",465032252,Laura,Stann Creek,Stann Creek Mainland,16.61482,-88.35304,Private room,533,1,0,,,7,272,0,
653623248184073799,Exotic Beachfront Villa Oasis by ALOM,330401467,Sari,Belize,Belize Islands,18.03677,-87.89675,Entire home/apt,489,2,36,2025-01-08,1.09,3,299,9,
654569220219385753,Warrie Head Resort centrally located near ATM cave,175434051,Debbie,Cayo,Cayo,17.22643,-88.88047,Private room,220,1,4,2023-04-21,0.15,7,365,0,
654645981400424555,Stunning views with bird watching special,465478991,James,Cayo,Cayo,17.1483,-89.08169,Entire home/apt,,1,1,2023-08-01,0.05,1,365,0,
655822280282270673,Paradise Private Oceanfront Estate by ALOM,330401467,Sari,Belize,Belize Islands,18.03657,-87.89688,Entire home/apt,1092,2,13,2024-10-12,0.39,3,272,2,
656372936854470712,"Groundfloor ""Pat's Place"" @ Sapphire Beach Resort",357890392,Azul,Belize,Belize Islands,18.03477,-87.89734,Entire home/apt,252,3,3,2024-05-26,0.26,29,259,3,
656410806653848447,Rich's Poolside Retreat @Sapphire Beach Resort,357890392,Azul,Belize,Belize Islands,18.03477,-87.89616,Entire home/apt,271,3,4,2023-08-05,0.16,29,272,0,
657210817659907119,"Next Nest Apts. Cozy place, near Airport, AC, WiFi",466051139,Tiffany,Belize,Belize Mainland,17.55628250566525,-88.31138366025624,Entire home/apt,195,1,23,2025-03-04,0.71,4,261,12,
657228439968617411,Casita Colibri Ground floor@Sapphire Beach Resort,357890392,Azul,Belize,Belize Islands,18.03425,-87.89627,Entire home/apt,252,3,3,2024-04-03,0.15,29,66,1,
657798707644105031,Pilgrim’s Paradise Cabin 3!,57797970,Richard,Cayo,Cayo,17.15423,-89.04049,Entire home/apt,84,1,12,2025-02-16,0.38,3,362,5,
